Package Name,Source,Declared Install-time,Declared Runtime,Droidbot Install-time,Droidbot Runtime,(0) Install-time Normal,(1) IND,(0) Runtime Normal,(1) RND,(2) NR,(3) RNDNR,(1) IND Permissions,(1) RND Permissions,(2) NR Permissions,(3) RNDNR Permissions,MinVersion,TargetVersion
com.kmplayer.materials,huawei_appgallery,16,4,6,2,5,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
com.lingodeer,huawei_appgallery,10,1,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.meitu.wink,huawei_appgallery,10,5,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.mt.mtxx.mtxx,huawei_appgallery,20,9,6,3,6,0,3,0,0,0,,,,,-1,-1
com.nb.filmhall,huawei_appgallery,8,2,4,3,3,1,2,0,0,1,['GET_TASKS'],,,['CAMERA'],-1,-1
com.newandromo.dev631029.app807991,huawei_appgallery,4,0,3,1,2,1,0,0,0,1,['GET_TASKS'],,,['CAMERA'],-1,-1
com.oraev.superora,huawei_appgallery,23,10,5,0,5,0,0,0,0,0,,,,,-1,-1
com.paljsdroid.rosescake.app,huawei_appgallery,10,4,3,0,3,0,0,0,0,0,,,,,-1,-1
com.palmmob3.audio2txt.gg,huawei_appgallery,9,3,3,0,3,0,0,0,0,0,,,,,-1,-1
com.PetraRide_User,huawei_appgallery,8,7,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.pickme.passenger,huawei_appgallery,12,8,5,1,5,0,1,0,0,0,,,,,-1,-1
com.picsart.studio.hw,huawei_appgallery,13,7,6,1,5,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.plan.kot32.tomatotime,huawei_appgallery,11,3,7,2,7,0,1,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.ravivo.camera.selfie,huawei_appgallery,2,5,3,3,2,1,3,0,0,0,['GET_TASKS'],,,,-1,-1
com.scantranslate.huawei,huawei_appgallery,7,4,3,2,2,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
com.sdjuliang.lanrenjob,huawei_appgallery,19,10,5,2,5,0,1,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.shixiseng.activity,huawei_appgallery,13,8,7,0,7,0,0,0,0,0,,,,,-1,-1
com.shopback.app,huawei_appgallery,19,9,8,1,8,0,0,0,0,1,,,,['READ_PHONE_STATE'],-1,-1
com.shopee.tw,huawei_appgallery,18,9,10,8,9,1,4,0,1,3,['GET_TASKS'],,['ACCESS_COARSE_LOCATION'],"['READ_PHONE_STATE', 'READ_SMS', 'READ_PHONE_NUMBERS']",-1,-1
com.softexpoitmaps.findmyphone.MobileTrackerAysar,huawei_appgallery,12,3,6,1,5,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.starmakerinteractive.starmaker,huawei_appgallery,21,8,11,0,11,0,0,0,0,0,,,,,-1,-1
com.talk51.international,huawei_appgallery,23,7,6,1,6,0,0,0,1,0,,,['READ_PHONE_STATE'],,-1,-1
com.taobao.taobao,huawei_appgallery,23,10,9,0,9,0,0,0,0,0,,,,,-1,-1
com.tct.weather,huawei_appgallery,17,4,7,2,7,0,2,0,0,0,,,,,-1,-1
com.twistc.workout,huawei_appgallery,6,1,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.underline.app.lifequotes,huawei_appgallery,1,0,0,0,0,0,0,0,0,0,,,,,-1,-1
com.virtualmaze.offlinemapnavigationtracker,huawei_appgallery,12,7,6,2,6,0,2,0,0,0,,,,,-1,-1
com.vistring.vlogger,huawei_appgallery,7,4,3,0,3,0,0,0,0,0,,,,,-1,-1
com.vivo.sonyanime,huawei_appgallery,8,0,4,0,4,0,0,0,0,0,,,,,-1,-1
com.wodan.xianshijian,huawei_appgallery,12,6,6,3,6,0,2,0,0,1,,,,['READ_PHONE_STATE'],-1,-1
com.workout.irrad,huawei_appgallery,7,2,4,1,3,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.xingin.xhs,huawei_appgallery,20,10,8,2,7,1,0,0,2,0,['GET_TASKS'],,"['READ_PHONE_STATE', 'ACCESS_COARSE_LOCATION']",,-1,-1
com.xinyue.academy,huawei_appgallery,12,4,5,1,4,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.youhonginc.sz,huawei_appgallery,3,3,4,3,3,1,2,0,1,0,['GET_TASKS'],,['READ_PHONE_STATE'],,-1,-1
com.zaft.filminn,huawei_appgallery,6,2,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.zhiliaoapp.musically.go,huawei_appgallery,14,5,8,0,7,1,0,0,0,0,['RECEIVE_BOOT_COMPLETED'],,,,-1,-1
com.zhuziluyin.app,huawei_appgallery,15,5,5,1,5,0,1,0,0,0,,,,,-1,-1
ctrip.english,huawei_appgallery,15,11,8,0,7,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
dmw.xsdq.app,huawei_appgallery,12,4,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
esrith.meawms,huawei_appgallery,11,6,5,1,4,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
gr.iqs.taxi_plon,huawei_appgallery,15,7,5,3,5,0,2,0,0,1,,,,['READ_PHONE_STATE'],-1,-1
homeworkout.homeworkouts.noequipment,huawei_appgallery,7,3,4,1,3,1,0,0,0,1,['GET_TASKS'],,,['CAMERA'],-1,-1
it.Gruner.Focus,huawei_appgallery,9,4,4,2,3,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
jetray.tictactoe,huawei_appgallery,0,0,0,0,0,0,0,0,0,0,,,,,-1,-1
loseweightapp.loseweightappforwomen.womenworkoutathome,huawei_appgallery,11,2,4,1,3,1,0,0,0,1,['GET_TASKS'],,,['CAMERA'],-1,-1
me.photter.androidapp,huawei_appgallery,7,4,2,1,2,0,1,0,0,0,,,,,-1,-1
mg.locations.track5,huawei_appgallery,9,2,4,2,3,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
net.p4p.sevenmin.huawei,huawei_appgallery,9,6,4,1,3,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
org.nixgame.compass.huawei,huawei_appgallery,8,3,0,2,0,0,1,1,0,0,,['ACCESS_COARSE_LOCATION'],,,-1,-1
paymob.cib.smartwallet,huawei_appgallery,8,2,0,0,0,0,0,0,0,0,,,,,-1,-1
ru.utkonos.android.utkonoid,huawei_appgallery,15,7,6,2,5,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
sixpack.sixpackabs.absworkout,huawei_appgallery,8,2,4,1,3,1,0,0,0,1,['GET_TASKS'],,,['CAMERA'],-1,-1
www.imxiaoyu.com.musiceditor,huawei_appgallery,11,4,6,3,6,0,3,0,0,0,,,,,-1,-1
