Package Name,Source,Declared Install-time,Declared Runtime,Droidbot Install-time,Droidbot Runtime,(0) Install-time Normal,(1) IND,(0) Runtime Normal,(1) RND,(2) NR,(3) RNDNR,(1) IND Permissions,(1) RND Permissions,(2) NR Permissions,(3) RNDNR Permissions,MinVersion,TargetVersion
com.fastfun.tetris,google_play,7,0,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.fbd.appstore.nb,google_play,10,3,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.fbd.letterwriting,google_play,10,2,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.feilong.zaitian,google_play,8,3,4,1,3,1,0,0,1,0,['GET_TASKS'],,['READ_PHONE_STATE'],,-1,-1
com.file.miner.recovery.maall,google_play,13,3,5,1,4,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.finch.finch,google_play,12,4,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.fitnow.loseit,google_play,13,5,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.flaps.coniberji,google_play,5,3,3,0,3,0,0,0,0,0,,,,,-1,-1
com.flaps.coniberlyetaga,google_play,5,3,3,0,3,0,0,0,0,0,,,,,-1,-1
com.foodient.whisk,google_play,9,5,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.foreo.foreoapp,google_play,10,5,6,2,5,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
com.freeletics.lite,google_play,14,4,5,0,5,0,0,0,0,0,,,,,-1,-1
com.game.dungeonsmowing.gp,google_play,6,5,5,2,4,1,1,0,1,0,['GET_TASKS'],,['READ_PHONE_STATE'],,-1,-1
com.getghostify,google_play,7,0,3,0,3,0,0,0,0,0,,,,,-1,-1
com.getskinbliss.skinbliss,google_play,17,4,5,0,5,0,0,0,0,0,,,,,-1,-1
com.getsomeheadspace.android,google_play,11,3,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.girls.novel,google_play,12,2,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.global.foodpanda.android,google_play,13,7,6,2,5,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
com.glority.picturebird,google_play,10,6,4,1,3,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.gonext.bluetoothpair,google_play,11,2,3,0,3,0,0,0,0,0,,,,,-1,-1
com.goodreads,google_play,10,4,3,0,3,0,0,0,0,0,,,,,-1,-1
com.goreadnovel,google_play,14,4,6,0,6,0,0,0,0,0,,,,,-1,-1
com.habitrpg.android.habitica,google_play,9,0,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.habits.todolist.plan.wish,google_play,11,5,3,0,2,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.headway.books,google_play,10,0,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.hsv.freeadblockerbrowser,google_play,27,8,10,2,9,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
com.huami.watch.hmwatchmanager,google_play,20,14,7,0,7,0,0,0,0,0,,,,,-1,-1
com.huckleberry_labs.app,google_play,9,2,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.infielight.microhabits,google_play,10,0,3,0,3,0,0,0,0,0,,,,,-1,-1
com.invaluable.invaluable,google_play,10,5,4,1,4,0,0,0,1,0,,,['CAMERA'],,-1,-1
com.isharing.isharing,google_play,21,9,5,0,5,0,0,0,0,0,,,,,-1,-1
com.jiliguala.intl,google_play,9,7,7,0,6,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.journey.app,google_play,15,5,7,1,7,0,1,0,0,0,,,,,-1,-1
com.jsk.bluetoothdevicewidget,google_play,11,2,3,0,3,0,0,0,0,0,,,,,-1,-1
com.king.candycrushsaga,google_play,11,0,2,0,2,0,0,0,0,0,,,,,-1,-1
com.king.farmheroessaga,google_play,10,0,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.klook,google_play,10,5,10,3,6,4,1,0,1,1,"['GET_TASKS', 'CHANGE_WIFI_STATE', 'BLUETOOTH_ADMIN', 'ACCESS_LOCATION_EXTRA_COMMANDS']",,['ACCESS_COARSE_LOCATION'],['READ_PHONE_STATE'],21,31
com.linecorp.foodcam.android,google_play,14,6,9,5,9,0,5,0,0,0,,,,,-1,-1
com.lunamobiletw.novastar,google_play,11,2,4,0,4,0,0,0,0,0,,,,,-1,-1
com.mastertool.super.cleanapp,google_play,12,4,7,2,6,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
com.meitu.makeup,google_play,18,5,5,5,5,0,4,1,0,0,,['READ_PHONE_STATE'],,,-1,-1
com.meitu.wink,google_play,12,5,7,2,6,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
com.memrise.android.memrisecompanion,google_play,13,2,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.meowsbox.btgps,google_play,11,2,4,1,4,0,1,0,0,0,,,,,-1,-1
com.metime.in,google_play,7,6,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.mhossain.beautymirror,google_play,7,3,4,2,3,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
com.microsoft.amp.apps.bingnews,google_play,22,14,7,4,6,1,3,0,1,0,['GET_TASKS'],,['CAMERA'],,-1,-1
com.microsoft.whiteboard.publicpreview,google_play,4,3,3,0,2,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.mirror.lightmirror.mirrorapp,google_play,9,3,5,1,4,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.mirrorfiction.mirrorfiction,google_play,6,2,3,0,3,0,0,0,0,0,,,,,-1,-1
com.ms.office365admin,google_play,10,5,3,0,2,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.mt.mtxx.mtxx,google_play,22,8,5,0,5,0,0,0,0,0,,,,,-1,-1
com.myfitnesspal.android,google_play,12,6,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.n51951dd8177.app,google_play,10,5,4,1,4,0,0,0,1,0,,,['CAMERA'],,-1,-1
com.nanonino.tonto,google_play,6,5,2,0,2,0,0,0,0,0,,,,,-1,-1
com.nb.filmhall,google_play,8,2,4,3,3,1,2,0,0,1,['GET_TASKS'],,,['CAMERA'],-1,-1
com.netigen.bestmirror,google_play,9,3,5,1,4,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.nighp.babytracker_android,google_play,12,3,6,1,5,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.nike.omega,google_play,22,6,5,1,5,0,0,0,0,1,,,,['READ_PHONE_STATE'],-1,-1
com.nineyi.shop.s001327,google_play,8,4,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.nineyi.shop.s002320,google_play,8,2,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.nineyi.shop.s040127,google_play,8,4,5,2,4,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
com.nineyi.shop.s040962,google_play,8,2,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.northstar.gratitude,google_play,10,3,6,0,5,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.obreey.reader,google_play,12,3,6,1,5,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.one.goodnight,google_play,11,6,8,0,7,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.originmood.hw,google_play,9,2,4,1,4,0,0,0,0,1,,,,['READ_PHONE_STATE'],-1,-1
com.otherweb,google_play,11,3,4,0,4,0,0,0,0,0,,,,,-1,-1
com.panda.planning.factory,google_play,10,2,3,1,3,0,0,0,0,1,,,,['READ_PHONE_STATE'],-1,-1
com.pilav.kismet,google_play,11,4,7,2,6,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
com.plantparentai.app,google_play,10,4,4,3,3,1,2,1,0,0,['GET_TASKS'],['ACCESS_FINE_LOCATION'],,,-1,-1
com.powerful.clean.booster,google_play,16,2,5,2,4,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
com.ppgm.wisdom_en_ch_dict,google_play,6,0,2,0,2,0,0,0,0,0,,,,,-1,-1
com.practice.ielts.listening.test,google_play,8,2,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.probadosoft.moonphasecalendar,google_play,9,3,6,1,5,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.runtastic.android.outputs.lite,google_play,12,5,3,1,3,0,1,0,0,0,,,,,-1,-1
com.sampleapp,google_play,12,7,6,3,5,1,3,0,0,0,['GET_TASKS'],,,,-1,-1
com.schezzy.app,google_play,8,0,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.selfcare.diary.mood.tracker.moodpress,google_play,11,3,3,1,3,0,0,0,1,0,,,['CAMERA'],,-1,-1
com.shopee.tw,google_play,18,9,10,5,9,1,1,0,1,3,['GET_TASKS'],,['ACCESS_COARSE_LOCATION'],"['READ_PHONE_STATE', 'READ_SMS', 'READ_PHONE_NUMBERS']",-1,-1
com.shuyou.book,google_play,13,3,3,0,3,0,0,0,0,0,,,,,-1,-1
com.sidechef.sidechef,google_play,13,1,7,0,6,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.sillens.shapeupclub,google_play,12,1,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.siren.singtoearn,google_play,14,8,7,1,6,1,0,0,1,0,['GET_TASKS'],,['READ_PHONE_STATE'],,-1,-1
com.sleet.beautyplastic,google_play,11,6,4,0,4,0,0,0,0,0,,,,,-1,-1
com.smart.master.super,google_play,17,6,7,2,7,0,2,0,0,0,,,,,-1,-1
com.songs.bubble.player,google_play,10,2,4,0,4,0,0,0,0,0,,,,,-1,-1
com.stashbox.stashcook,google_play,8,4,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.strawberrynetNew.android,google_play,10,6,6,0,5,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.suiyuexiaoshuo,google_play,14,4,6,0,6,0,0,0,0,0,,,,,-1,-1
com.taiwanmobile.myVideo,google_play,17,2,5,2,5,0,2,0,0,0,,,,,-1,-1
com.taobao.taobao,google_play,24,10,8,0,8,0,0,0,0,0,,,,,-1,-1
com.tellmewow.focus,google_play,7,0,3,0,3,0,0,0,0,0,,,,,-1,-1
com.thehutgroup.ecommerce.lookfantastic,google_play,12,4,7,0,7,0,0,0,0,0,,,,,-1,-1
com.tiancheng.books,google_play,9,3,5,1,4,1,0,0,1,0,['GET_TASKS'],,['READ_PHONE_STATE'],,-1,-1
com.topiskinco.topiskin,google_play,12,6,2,0,2,0,0,0,0,0,,,,,-1,-1
com.transtaiwan.railwayapp,google_play,9,2,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.tudorspan.recipekeeper,google_play,4,2,2,0,2,0,0,0,0,0,,,,,-1,-1
com.tw.evoasis.cpms.app,google_play,12,5,5,2,5,0,2,0,0,0,,,,,-1,-1
com.ubercab.eats,google_play,13,8,5,1,4,1,0,0,0,1,['GET_TASKS'],,,['READ_PHONE_STATE'],-1,-1
com.ultamize.two.app,google_play,4,0,0,0,0,0,0,0,0,0,,,,,-1,-1
com.virtualkitchen,google_play,11,6,6,0,6,0,0,0,0,0,,,,,-1,-1
com.voenix.emu,google_play,8,1,5,1,4,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.vojtkovszky.dreamcatcher,google_play,8,0,2,0,2,0,0,0,0,0,,,,,-1,-1
com.WanDaTong.tbs,google_play,9,5,3,0,3,0,0,0,0,0,,,,,-1,-1
com.wanderlog.android,google_play,15,7,4,0,4,0,0,0,0,0,,,,,-1,-1
com.wave.waveradio,google_play,14,6,6,0,6,0,0,0,0,0,,,,,-1,-1
com.whaledream.novel,google_play,11,4,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.whisperarts.erby,google_play,11,1,3,0,3,0,0,0,0,0,,,,,-1,-1
com.whisperarts.white.noise.whispy,google_play,11,1,3,0,3,0,0,0,0,0,,,,,-1,-1
com.WistronEnt.socialmedia.star,google_play,16,7,6,0,6,0,0,0,0,0,,,,,-1,-1
com.worthpoint.priceguide,google_play,12,3,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.xiaomi.hm.health,google_play,24,14,7,0,7,0,0,0,0,0,,,,,-1,-1
com.xiaomi.smarthome,google_play,29,8,9,0,8,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.xingin.xhs,google_play,21,10,8,2,7,1,0,0,2,0,['GET_TASKS'],,"['READ_PHONE_STATE', 'ACCESS_COARSE_LOCATION']",,-1,-1
com.yazio.android,google_play,10,5,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.yelp.android,google_play,12,8,4,2,4,0,2,0,0,0,,,,,-1,-1
com.yinqs.weeklymealplanner,google_play,8,3,4,1,3,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
com.yxhjandroid1.uhouzzdis,google_play,12,8,7,0,7,0,0,0,0,0,,,,,-1,-1
com.zaza.beatbox,google_play,12,3,7,3,6,1,3,0,0,0,['GET_TASKS'],,,,-1,-1
com.zerofasting.zero,google_play,11,6,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
com.zhiliaoapp.musically.go,google_play,17,5,9,0,9,0,0,0,0,0,,,,,-1,-1
dance.fit.zumba.weightloss.danceburn,google_play,9,3,4,0,4,0,0,0,0,0,,,,,-1,-1
de.fastic.app,google_play,11,5,6,0,5,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
de.komoot.android,google_play,14,5,7,0,6,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
dev.voksu.hizo,google_play,6,0,2,0,1,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
digifit.virtuagym.foodtracker,google_play,11,6,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
fab.exl.miner.ai.oon,google_play,13,3,6,2,5,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
game.puzzle.blockpuzzle,google_play,7,0,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
genesis.nebula,google_play,11,4,9,0,8,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
guru.studybuddy.app.studybuddyguru,google_play,8,0,2,0,2,0,0,0,0,0,,,,,-1,-1
hko.MyObservatory_v1_0,google_play,9,4,3,2,3,0,2,0,0,0,,,,,-1,-1
in.redbus.android,google_play,18,13,6,0,5,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
io.lingvist.android,google_play,11,1,7,0,6,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
jp.co.johospace.jorte,google_play,18,9,10,6,9,1,6,0,0,0,['GET_TASKS'],,,,-1,-1
jp.hotpepper.android.beauty.hair,google_play,10,3,4,2,3,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
kr.co.company.hwahae,google_play,10,4,6,0,5,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
kr.co.dynamicmedia.mtopik,google_play,9,1,6,1,5,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
lt.eskolos.app,google_play,9,4,3,0,3,0,0,0,0,0,,,,,-1,-1
ltd.funexpected.math,google_play,8,3,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
mobi.eup.easyenglish,google_play,8,4,5,2,4,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
net.beginners.weight.loss.workout.women.yoga.go,google_play,11,0,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
net.hikingbook.hikingbook,google_play,10,7,5,2,4,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
net.langhoangal.chuongchanhniem,google_play,9,0,6,1,5,1,0,1,0,0,['GET_TASKS'],['READ_EXTERNAL_STORAGE'],,,-1,-1
net.searchome.designer,google_play,8,6,4,2,4,0,1,0,1,0,,,['CAMERA'],,-1,-1
net.tandem,google_play,15,5,6,0,5,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
net.tonysoft.bookmory,google_play,10,3,2,0,2,0,0,0,0,0,,,,,-1,-1
nl.koreanskincare,google_play,13,7,7,0,6,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
org.adblockplus.browser,google_play,20,8,4,0,4,0,0,0,0,0,,,,,-1,-1
sarangal.packagemanager,google_play,10,2,2,0,2,0,0,0,0,0,,,,,-1,-1
sh.whisper,google_play,11,7,7,1,6,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
sixpack.sixpackabs.absworkout,google_play,10,2,4,1,3,1,0,0,0,1,['GET_TASKS'],,,['CAMERA'],-1,-1
sk.phx.terrarium,google_play,9,0,5,0,4,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
sk.styk.martin.apkanalyzer,google_play,6,2,3,1,2,1,1,0,0,0,['GET_TASKS'],,,,-1,-1
ske.arbc.we.neat,google_play,17,5,6,3,6,0,3,0,0,0,,,,,-1,-1
tw.com.opusplus.myneighbor,google_play,7,5,3,0,3,0,0,0,0,0,,,,,-1,-1
tw.com.yoxi.rider,google_play,9,6,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
xyz.kinnu,google_play,8,0,4,0,3,1,0,0,0,0,['GET_TASKS'],,,,-1,-1
xyz.sindan.facescore,google_play,11,1,5,2,4,1,2,0,0,0,['GET_TASKS'],,,,-1,-1
